Identifiant	Fasta_Identifiant	Beginning_Domain	End_Domain	Iteration_0	Iteration_1	Iteration_2	Iteration_3	Iteration_4	Iteration_5	Iteration_6	For_Next_Iteration	Manual_Verification	True_CoBaHMA
UniRef100_V5V933	UniRef100_V5V933_0	9	87	True	True	True	True	True	True	False	False		True
UniRef100_A0A286C2F0	UniRef100_A0A286C2F0_0	1	77	True	True	True	True	True	True	True	False		True
UniRef100_A0A2H2XCJ1	UniRef100_A0A2H2XCJ1_0	20	108	True	True	True	False	True	False	True	False		True
UniRef100_K9TK77	UniRef100_K9TK77_0	177	260	True	True	True	True	True	True	True	False		True
UniRef100_K9TK77	UniRef100_K9TK77_1	11	85	True	True	True	False	False	False	False	False		True
UniRef100_A0A139WVI4	UniRef100_A0A139WVI4_0	231	314	True	True	True	False	True	False	False	False		True
UniRef100_A0A139WVI4	UniRef100_A0A139WVI4_0	45	126	False	True	True	True	False	False	True	False		True
UniRef100_A0A1D2P5I6	UniRef100_A0A1D2P5I6_0	210	293	True	True	True	False	False	True	False	False		True
UniRef100_A0A1D2P5I6	UniRef100_A0A1D2P5I6_0	19	100	False	True	True	False	False	False	False	False		True
UniRef100_A0A433VEI5	UniRef100_A0A433VEI5_0	1	116	True	True	True	False	True	False	False	False		True
UniRef100_A0A0P8A6P9	UniRef100_A0A0P8A6P9_0	102	181	True	True	True	True	True	False	False	False		True
UniRef100_A0A098TP70	UniRef100_A0A098TP70_0	34	120	True	True	True	True	True	True	False	False		True
UniRef100_A0A351L2M4	UniRef100_A0A351L2M4_0	187	273	True	True	True	False	False	True	True	False		True
UniRef100_A0A351L2M4	UniRef100_A0A351L2M4_0	7	102	False	True	True	True	False	False	False	False		True
UniRef100_A0A177NJ35	UniRef100_A0A177NJ35_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A177NVI7	UniRef100_A0A177NVI7_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A1G0CRD2	UniRef100_A0A1G0CRD2_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A1H6H2H9	UniRef100_A0A1H6H2H9_0	1	74	True	True	True	True	True	True	True	False		True
UniRef100_A0A1M3LZT6	UniRef100_A0A1M3LZT6_0	3	73	True	True	True	True	True	True	True	False		True
UniRef100_A0A1N6ZZ76	UniRef100_A0A1N6ZZ76_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A1N7C236	UniRef100_A0A1N7C236_0	1	82	True	True	True	True	True	True	True	False		True
UniRef100_A0A1V8M7B0	UniRef100_A0A1V8M7B0_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A290ZQ20	UniRef100_A0A290ZQ20_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A2G9WZR3	UniRef100_A0A2G9WZR3_0	1	82	True	True	True	True	True	True	True	False		True
UniRef100_A0A2R4BRA1	UniRef100_A0A2R4BRA1_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A2T4IBG5	UniRef100_A0A2T4IBG5_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A2U1W1I1	UniRef100_A0A2U1W1I1_0	1	78	True	True	True	True	True	True	True	False		True
UniRef100_A0A316ML30	UniRef100_A0A316ML30_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A3Q8HR34	UniRef100_A0A3Q8HR34_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A4Q9UTI4	UniRef100_A0A4Q9UTI4_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A4R2MEL8	UniRef100_A0A4R2MEL8_0	1	81	True	True	True	True	True	True	True	False		True
UniRef100_A0A4S4AZ80	UniRef100_A0A4S4AZ80_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A4U0QCR6	UniRef100_A0A4U0QCR6_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A7T0JKQ8	UniRef100_A0A7T0JKQ8_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A840GDK3	UniRef100_A0A840GDK3_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_E5YAK5	UniRef100_E5YAK5_0	1	79	True	True	True	True	True	True	True	False		True
UniRef100_G0A1L6	UniRef100_G0A1L6_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_G7QDA8	UniRef100_G7QDA8_0	1	73	True	True	True	True	True	True	True	False		True
UniRef100_H8FVQ4	UniRef100_H8FVQ4_0	1	74	True	True	True	True	True	True	True	False		True
UniRef100_H8GGV7	UniRef100_H8GGV7_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_N6YAS7	UniRef100_N6YAS7_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_S7T5K3	UniRef100_S7T5K3_0	1	74	True	True	True	True	True	True	True	False		True
UniRef100_V6F6X0	UniRef100_V6F6X0_0	1	75	True	True	True	True	True	True	True	False		True
UniRef100_A0A6N0DZZ9	UniRef100_A0A6N0DZZ9_0	4	95	True	True	True	False	True	False	False	False		True
UniRef100_A0A7V6A2V4	UniRef100_A0A7V6A2V4_0	3	80	True	True	True	True	True	True	False	False		True
UniRef100_A0A0C2LBB3	UniRef100_A0A0C2LBB3_1	348	444	True	True	True	False	False	False	False	False		True
UniRef100_A0A0C2LBB3	UniRef100_A0A0C2LBB3_0	36	109	True	True	True	True	True	False	True	False		True
UniRef100_A0A0C2LBB3	UniRef100_A0A0C2LBB3_1	146	233	False	True	False	True	False	False	False	False		True
UniRef100_A0A0M0SSI8	UniRef100_A0A0M0SSI8_1	338	435	True	True	True	True	False	False	False	False		True
UniRef100_A0A0M0SSI8	UniRef100_A0A0M0SSI8_0	36	109	True	True	True	True	True	False	True	False		True
UniRef100_A0A0M0SSI8	UniRef100_A0A0M0SSI8_2	138	226	False	True	False	False	False	False	False	False		True
UniRef100_A0A2N6ME28	UniRef100_A0A2N6ME28_1	332	428	True	True	True	False	False	False	False	False		True
UniRef100_A0A2N6ME28	UniRef100_A0A2N6ME28_0	31	117	False	True	True	True	True	False	False	False		True
UniRef100_A0A2N6ME28	UniRef100_A0A2N6ME28_2	131	218	False	True	False	False	False	False	False	False		True
UniRef100_A0A3S0XPF3	UniRef100_A0A3S0XPF3_1	288	384	True	True	True	False	False	False	False	False		True
UniRef100_A0A3S0XPF3	UniRef100_A0A3S0XPF3_0	32	121	False	True	True	True	True	False	True	False		True
UniRef100_A0A3S0XPF3	UniRef100_A0A3S0XPF3_2	140	224	False	True	False	False	False	False	False	False		True
UniRef100_A0A367QXC3	UniRef100_A0A367QXC3_0	142	238	True	True	True	False	True	False	False	False		True
UniRef100_K9R1H0	UniRef100_K9R1H0_0	122	218	True	True	True	False	True	False	True	False		True
UniRef100_K9R1H0	UniRef100_K9R1H0_0	22	111	True	True	True	False	False	False	False	False		True
UniRef100_A0A250KZI9	UniRef100_A0A250KZI9_0	1	90	True	True	True	True	True	True	True	False		True
UniRef100_A0A3N9VL67	UniRef100_A0A3N9VL67_0	1	95	True	True	True	True	True	True	True	False		True
UniRef100_D8F5L5	UniRef100_D8F5L5_0	1	93	True	True	True	True	True	True	True	False		True
UniRef100_A0A2U3KUJ9	UniRef100_A0A2U3KUJ9_0	1	73	True	True	True	False	True	True	True	False		True
UniRef100_A0A5B8N6U1	UniRef100_A0A5B8N6U1_0	1	72	True	True	True	False	True	False	False	False		True
UniRef100_E0UCR5	UniRef100_E0UCR5_0	1	80	True	True	True	True	True	True	True	False		True
UniRef100_A0A5M6I3S7	UniRef100_A0A5M6I3S7_0	1	73	True	True	True	True	True	True	True	False		True
UniRef100_A0A5M6IAE8	UniRef100_A0A5M6IAE8_0	1	73	True	True	True	True	False	True	True	False		True
UniRef100_A0A545SE61	UniRef100_A0A545SE61_0	1	80	True	True	True	True	True	True	True	False		True
UniRef100_F2NC21	UniRef100_F2NC21_0	1	80	True	True	True	True	True	True	True	False		True
UniRef100_A0A090RTE9	UniRef100_A0A090RTE9_0	1	88	True	True	True	True	False	True	True	False		True
UniRef100_A0A1B7XMY0	UniRef100_A0A1B7XMY0_0	1	84	True	True	True	True	True	True	False	False		True
UniRef100_A0A1G6EVW8	UniRef100_A0A1G6EVW8_0	1	86	True	True	True	True	True	True	True	False		True
UniRef100_A0A1V4S890	UniRef100_A0A1V4S890_0	1	83	True	True	True	True	True	True	True	False		True
UniRef100_A0A2T5C9B1	UniRef100_A0A2T5C9B1_0	1	84	True	True	True	True	True	True	True	False		True
UniRef100_A0A357IA32	UniRef100_A0A357IA32_0	5	109	True	True	True	True	True	True	True	False		True
UniRef100_A0A4U1BQ57	UniRef100_A0A4U1BQ57_0	1	89	True	True	True	True	True	True	True	False		True
UniRef100_A0A5K7ZUY4	UniRef100_A0A5K7ZUY4_0	1	110	True	True	True	True	True	True	True	False		True
UniRef100_A0A5M6I4X8	UniRef100_A0A5M6I4X8_0	1	104	True	True	True	True	True	True	True	False		True
UniRef100_A0A5M6IZQ1	UniRef100_A0A5M6IZQ1_0	1	93	True	True	True	True	True	True	True	False		True
UniRef100_A4YAC6	UniRef100_A4YAC6_0	1	90	True	True	True	True	True	True	True	False		True
UniRef100_F2NC54	UniRef100_F2NC54_0	1	92	True	True	True	True	True	True	True	False		True
UniRef100_M4U5V6	UniRef100_M4U5V6_0	1	87	True	True	True	True	True	True	True	False		True
UniRef100_A0A2V2ENV7	UniRef100_A0A2V2ENV7_0	32	116	True	True	True	True	True	True	True	False		True
UniRef100_A0A2V6WMX9	UniRef100_A0A2V6WMX9_0	9	88	True	True	True	True	True	True	True	False		True
UniRef100_A0A2V7B4L6	UniRef100_A0A2V7B4L6_0	5	84	True	True	True	True	False	True	True	False		True
UniRef100_E0E4T8	UniRef100_E0E4T8_0	46	129	True	True	True	True	False	True	True	False		True
UniRef100_A0A431PIY9	UniRef100_A0A431PIY9_0	1	89	True	True	True	True	True	True	True	False		True
UniRef100_A0A4V0ND69	UniRef100_A0A4V0ND69_0	1	97	True	True	True	True	True	False	True	False		True
UniRef100_A0A7Y6UHT7	UniRef100_A0A7Y6UHT7_0	1	83	True	True	True	False	False	True	True	False		True
UniRef100_A9G1X6	UniRef100_A9G1X6_0	6	88	True	True	True	True	True	False	False	False		True
UniRef100_A0A2N3PWC4	UniRef100_A0A2N3PWC4_0	2	78	True	True	True	True	False	False	False	False		True
UniRef100_A0A0D8IAA5	UniRef100_A0A0D8IAA5_0	13	108	True	True	True	True	True	True	True	False		True
UniRef100_A0A0M1IRX9	UniRef100_A0A0M1IRX9_0	13	108	True	True	True	True	True	True	True	False		True
UniRef100_A0A173Y7W6	UniRef100_A0A173Y7W6_0	12	94	True	True	True	True	True	False	False	False		True
UniRef100_A0A1V4T066	UniRef100_A0A1V4T066_0	11	106	True	True	True	True	True	True	True	False		True
UniRef100_A0A1I3E2Z9	UniRef100_A0A1I3E2Z9_0	11	90	True	True	True	True	True	False	True	False		True
UniRef100_A0A0A5GGF7	UniRef100_A0A0A5GGF7_0	1	72	True	True	True	True	True	True	False	False		True
UniRef100_A0A1H0C0W7	UniRef100_A0A1H0C0W7_0	1	72	True	True	True	False	True	False	False	False		True
UniRef100_A0A2E6QNN0	UniRef100_A0A2E6QNN0_0	1	80	True	True	True	False	False	False	False	False		True
UniRef100_A0A2W7J584	UniRef100_A0A2W7J584_0	2	97	True	True	True	True	False	False	False	False		True
UniRef100_A0A2Z6IGK5	UniRef100_A0A2Z6IGK5_0	1	75	True	True	True	True	True	True	True	False		True
UniRef100_A0A525BXK2	UniRef100_A0A525BXK2_0	2	75	True	True	True	True	True	True	True	False		True
UniRef100_A0A656HDN3	UniRef100_A0A656HDN3_0	43	115	True	True	True	False	True	True	True	False		True
UniRef100_A0A0W8G4S1	UniRef100_A0A0W8G4S1_0	6	75	True	True	True	True	True	True	True	False		True
UniRef100_A0A2G6DDK7	UniRef100_A0A2G6DDK7_0	1	72	True	True	True	True	True	True	True	False		True
UniRef100_A0A2G6FHY7	UniRef100_A0A2G6FHY7_0	7	84	True	True	True	True	True	True	True	False		True
UniRef100_A0A2G6MFJ6	UniRef100_A0A2G6MFJ6_0	21	95	True	True	True	True	True	True	True	False		True
UniRef100_A0A2G6N993	UniRef100_A0A2G6N993_0	20	94	True	True	True	False	True	True	True	False		True
UniRef100_A0A2P8QYZ5	UniRef100_A0A2P8QYZ5_0	4	73	True	True	True	True	True	True	True	False		True
UniRef100_A0A2U3KEC8	UniRef100_A0A2U3KEC8_0	8	82	True	True	True	True	True	True	True	False		True
UniRef100_A0A3D4GJL6	UniRef100_A0A3D4GJL6_0	84	158	True	True	True	True	True	False	True	False		True
UniRef100_I3XY68	UniRef100_I3XY68_0	3	72	True	True	True	True	True	True	True	False		True
UniRef100_S3XHF6	UniRef100_S3XHF6_0	2	71	True	True	True	True	True	False	False	False		True
UniRef100_C0QCV4	UniRef100_C0QCV4_0	1	75	True	True	True	True	True	True	True	False		True
UniRef100_A0A2U8FD30	UniRef100_A0A2U8FD30_0	29	103	True	True	True	True	False	False	False	False		True
UniRef100_S3XY40	UniRef100_S3XY40_0	13	100	True	True	True	True	False	False	False	False		True
UniRef100_A0A095XU02	UniRef100_A0A095XU02_0	13	94	True	True	True	True	True	True	True	False		True
UniRef100_A0A354U634	UniRef100_A0A354U634_0	13	96	True	True	True	True	True	False	True	False		True
UniRef100_A0A5J5I765	UniRef100_A0A5J5I765_0	20	100	True	True	True	False	False	False	False	False		True
UniRef100_A0A6P1HI51	UniRef100_A0A6P1HI51_0	20	100	True	True	True	True	False	False	False	False		True
UniRef100_A0A7X2M0X4	UniRef100_A0A7X2M0X4_0	20	100	True	True	True	True	False	False	True	False		True
UniRef100_A0A212PF33	UniRef100_A0A212PF33_0	2	84	True	True	True	True	True	False	False	False		True
UniRef100_A0A353MD09	UniRef100_A0A353MD09_0	2	75	True	True	True	True	False	False	False	False		True
UniRef100_E8WS92	UniRef100_E8WS92_1	2	75	True	True	True	False	False	False	False	False		True
UniRef100_A0A7Y2UNC0	UniRef100_A0A7Y2UNC0_0	12	92	True	True	True	True	True	False	True	False		True
UniRef100_A0A433I8L3	UniRef100_A0A433I8L3_0	24	97	True	True	True	True	True	True	False	False		True
UniRef100_I3CBI5	UniRef100_I3CBI5_0	18	93	True	True	True	True	False	False	False	False		True
UniRef100_A9F682	UniRef100_A9F682_0	6	79	True	True	True	False	False	False	True	False		True
UniRef100_A0A0F2J518	UniRef100_A0A0F2J518_0	24	96	True	True	True	False	True	True	True	False		True
UniRef100_A0A1G0LG80	UniRef100_A0A1G0LG80_0	4	76	True	True	True	False	True	False	False	False		True
UniRef100_A0A1V5CB33	UniRef100_A0A1V5CB33_0	4	76	True	True	True	False	True	True	True	False		True
UniRef100_A0A845L5L9	UniRef100_A0A845L5L9_0	2	77	True	True	True	True	True	True	True	False		True
UniRef100_A0A1T4W0S7	UniRef100_A0A1T4W0S7_0	35	114	True	True	True	True	True	True	True	False		True
UniRef100_A0A662ZLY5	UniRef100_A0A662ZLY5_0	35	108	True	True	True	True	True	False	False	False		True
UniRef100_A0A0X8X9T8	UniRef100_A0A0X8X9T8_0	10	138	True	True	True	True	True	True	True	False		True
UniRef100_A0A0J6WY85	UniRef100_A0A0J6WY85_0	47	118	True	True	True	True	False	True	False	False		True
UniRef100_A0A1H0TUD5	UniRef100_A0A1H0TUD5_0	53	124	True	True	True	True	False	True	True	False		True
UniRef100_A0A1M4UKH7	UniRef100_A0A1M4UKH7_0	32	104	True	True	True	False	False	True	False	False		True
UniRef100_U7UG21	UniRef100_U7UG21_0	45	116	True	True	True	False	False	True	False	False		True
UniRef100_A0A661CUI5	UniRef100_A0A661CUI5_0	10	83	True	True	True	True	True	True	True	False		True
UniRef100_A0A2U3JXY9	UniRef100_A0A2U3JXY9_0	2	77	True	True	True	True	True	True	True	False		True
UniRef100_A0A2Y9U1N0	UniRef100_A0A2Y9U1N0_0	1	82	True	True	True	False	False	False	False	False		True
UniRef100_A0A0R1M0T4	UniRef100_A0A0R1M0T4_0	1	76	True	True	True	True	False	True	False	False		True
UniRef100_I4GUZ5	UniRef100_I4GUZ5_0	17	96	True	True	True	True	True	False	False	False		True
UniRef100_B8IRK8	UniRef100_B8IRK8_0	21	102	True	True	True	True	False	False	False	False		True
UniRef100_K9QAC1	UniRef100_K9QAC1_0	10	89	True	True	True	True	False	False	False	False		True
UniRef100_A0A177NK71	UniRef100_A0A177NK71_0	6	84	True	True	True	True	False	False	False	False		True
UniRef100_A0A522WSV7	UniRef100_A0A522WSV7_0	7	85	True	True	True	True	False	False	False	False		True
UniRef100_C7RME3	UniRef100_C7RME3_0	4	82	True	True	True	True	False	False	False	False		True
UniRef100_Q60BE2	UniRef100_Q60BE2_0	29	111	True	True	True	True	False	False	False	False		True
UniRef100_A0A1I2V2D1	UniRef100_A0A1I2V2D1_0	11	85	True	True	True	True	True	True	False	False		True
UniRef100_A0A1V1PHP6	UniRef100_A0A1V1PHP6_0	4	78	True	True	True	True	False	True	True	False		True
UniRef100_A0A2E6QPR2	UniRef100_A0A2E6QPR2_0	1	74	True	True	True	True	False	True	False	False		True
UniRef100_A0A2M9G3B5	UniRef100_A0A2M9G3B5_0	13	88	True	True	True	True	False	True	False	False		True
UniRef100_A0A564W9F0	UniRef100_A0A564W9F0_0	28	100	True	True	True	True	False	True	False	False		True
UniRef100_A0A6B8KM50	UniRef100_A0A6B8KM50_0	21	96	True	True	True	True	True	True	False	False		True
UniRef100_A0A7C9JB03	UniRef100_A0A7C9JB03_0	1	73	True	True	True	False	False	True	True	False		True
UniRef100_A0A7X8AZK5	UniRef100_A0A7X8AZK5_0	1	73	True	True	True	True	True	True	False	False		True
UniRef100_A5URS6	UniRef100_A5URS6_0	208	279	True	True	True	False	False	False	False	False		True
UniRef100_D5C0Z1	UniRef100_D5C0Z1_0	21	95	True	True	True	False	False	True	False	False		True
UniRef100_K9YF95	UniRef100_K9YF95_0	1	75	True	True	True	True	False	True	False	False		True
UniRef100_A0A1S8TNC8	UniRef100_A0A1S8TNC8_0	1	71	True	True	True	True	True	True	True	False		True
UniRef100_A0A4R2SZU6	UniRef100_A0A4R2SZU6_0	1	70	True	True	True	False	True	True	False	False		True
UniRef100_A0A350XDQ4	UniRef100_A0A350XDQ4_0	10	97	True	True	True	True	False	True	False	False		True
UniRef100_A0A3B9K9P8	UniRef100_A0A3B9K9P8_0	1	73	True	True	True	False	False	False	False	False		True
UniRef100_A0A218QNF3	UniRef100_A0A218QNF3_0	29	117	True	True	True	False	True	False	True	False		True
UniRef100_A0A218QNF3	UniRef100_A0A218QNF3_1	175	276	False	True	True	False	True	False	False	False		True
UniRef100_A0A841VDF3	UniRef100_A0A841VDF3_0	29	115	True	True	True	False	False	False	False	False		True
UniRef100_A0A841VDF3	UniRef100_A0A841VDF3_0	180	279	False	True	True	False	True	False	False	False		True
UniRef100_R5EVV2	UniRef100_R5EVV2_0	18	91	True	True	True	False	False	True	False	False		True
UniRef100_A0A845R8M2	UniRef100_A0A845R8M2_0	1	72	True	True	True	True	False	False	False	False		True
UniRef100_A0A2L2XEP1	UniRef100_A0A2L2XEP1_0	13	86	True	True	True	True	False	False	False	False		True
UniRef100_A0A7C2VMR7	UniRef100_A0A7C2VMR7_0	2	87	True	True	True	False	False	True	True	False		True
UniRef100_A0A841KVH5	UniRef100_A0A841KVH5_0	11	85	True	True	True	True	False	False	False	False		True
UniRef100_B9E3D7	UniRef100_B9E3D7_0	1	84	True	True	True	False	False	False	False	False		True
UniRef100_A0A3E1HHF6	UniRef100_A0A3E1HHF6_0	15	95	True	True	True	True	False	False	False	False		True
UniRef100_A0A6B8M3E9	UniRef100_A0A6B8M3E9_0	139	229	True	True	True	False	True	False	False	False		True
UniRef100_B2ICP8	UniRef100_B2ICP8_0	158	235	True	True	True	False	True	False	False	False		True
UniRef100_A0A2U3JXM1	UniRef100_A0A2U3JXM1_0	45	116	True	True	True	True	True	False	False	False		True
UniRef100_A0A011MD30	UniRef100_A0A011MD30_0	13	86	True	True	True	True	True	True	True	False		True
UniRef100_A0A0U5MP26	UniRef100_A0A0U5MP26_0	21	94	True	True	True	True	True	True	True	False		True
UniRef100_A0A172U771	UniRef100_A0A172U771_0	5	77	True	True	True	True	True	True	True	False		True
UniRef100_A0A177N0G5	UniRef100_A0A177N0G5_0	4	77	True	True	True	True	True	True	True	False		True
UniRef100_A0A1V8M3G1	UniRef100_A0A1V8M3G1_0	6	76	True	True	True	True	True	False	True	False		True
UniRef100_A0A2W4QH42	UniRef100_A0A2W4QH42_0	6	76	True	True	True	True	False	False	False	False		True
UniRef100_A0A363SI62	UniRef100_A0A363SI62_0	10	85	True	True	True	True	True	False	True	False		True
UniRef100_A0A833GQF9	UniRef100_A0A833GQF9_0	9	81	True	True	True	True	True	True	True	False		True
UniRef100_Q47EZ8	UniRef100_Q47EZ8_0	9	81	True	True	True	True	True	True	True	False		True
UniRef100_A3ZA64	UniRef100_A3ZA64_0	15	95	True	True	True	True	True	True	True	False		True
UniRef100_A0A068PC30	UniRef100_A0A068PC30_0	8	82	True	True	True	True	False	False	False	False		True
UniRef100_A0A0H4WM09	UniRef100_A0A0H4WM09_0	10	85	True	True	True	True	True	False	False	False		True
UniRef100_A0A1H9WQ86	UniRef100_A0A1H9WQ86_0	21	94	True	True	True	True	False	False	False	False		True
UniRef100_A0A1Q2ZCU6	UniRef100_A0A1Q2ZCU6_0	16	91	True	True	True	True	False	False	False	False		True
UniRef100_A0A6I5DKZ9	UniRef100_A0A6I5DKZ9_0	26	101	True	True	True	False	False	False	False	False		True
UniRef100_A0A7V8NHJ8	UniRef100_A0A7V8NHJ8_0	21	94	True	True	True	False	False	False	False	False		True
UniRef100_C1F4Q0	UniRef100_C1F4Q0_0	13	88	True	True	True	True	True	True	False	False		True
UniRef100_A0A1H9EM27	UniRef100_A0A1H9EM27_0	3	84	True	True	True	False	False	True	False	False		True
UniRef100_A0A3D9BY58	UniRef100_A0A3D9BY58_0	5	86	True	True	True	False	False	False	False	False		True
UniRef100_A0A4P6L982	UniRef100_A0A4P6L982_0	11	90	True	True	True	True	True	False	False	False		True
UniRef100_A0A7I8DKE9	UniRef100_A0A7I8DKE9_0	8	80	True	True	True	True	True	True	True	False		True
UniRef100_A0A1Z4NHN5	UniRef100_A0A1Z4NHN5_0	9	80	True	True	True	False	False	True	True	False		True
UniRef100_A0A7L6A3I7	UniRef100_A0A7L6A3I7_0	12	84	True	True	True	False	True	False	False	False		True
UniRef100_A0A1C5CQR0	UniRef100_A0A1C5CQR0_0	17	105	True	True	True	False	False	False	False	False		True
UniRef100_A0A1W9WRC9	UniRef100_A0A1W9WRC9_0	1	80	True	True	True	True	True	True	True	False		True
UniRef100_A0A6N6S4J2	UniRef100_A0A6N6S4J2_0	24	97	True	True	True	False	False	False	False	False		True
UniRef100_A0A7X4Y402	UniRef100_A0A7X4Y402_0	2	73	True	True	True	False	True	True	False	False		True
UniRef100_A0A4Q0MTM2	UniRef100_A0A4Q0MTM2_0	1	71	True	True	True	False	False	False	False	False		True
UniRef100_A0A7Y7D379	UniRef100_A0A7Y7D379_0	10	82	True	True	True	True	False	False	False	False		True
UniRef100_A0A0P4UT70	UniRef100_A0A0P4UT70_0	5	84	True	True	True	False	True	False	False	False		True
UniRef100_A0A0S3U8C3	UniRef100_A0A0S3U8C3_0	1	79	True	True	True	False	True	False	False	False		True
UniRef100_K8GFC2	UniRef100_K8GFC2_0	4	79	True	True	True	False	False	False	False	False		True
UniRef100_A0A846CVK4	UniRef100_A0A846CVK4_0	103	192	True	True	True	True	False	False	False	False		True
UniRef100_A0A357A6G2	UniRef100_A0A357A6G2_0	20	103	True	True	True	False	False	False	False	False		True
UniRef100_A0A1C0VI14	UniRef100_A0A1C0VI14_0	24	109	True	True	True	False	True	True	True	False		True
UniRef100_A0A350XDQ8	UniRef100_A0A350XDQ8_0	187	273	True	True	True	False	True	True	True	False		True
UniRef100_A0A350XDQ8	UniRef100_A0A350XDQ8_0	13	93	True	True	True	True	True	False	False	False		True
UniRef100_A0A328I9P3	UniRef100_A0A328I9P3_1	343	434	True	True	True	False	False	False	False	False		True
UniRef100_A0A328I9P3	UniRef100_A0A328I9P3_0	32	117	False	True	True	True	False	False	False	False		True
UniRef100_A0A328I9P3	UniRef100_A0A328I9P3_2	139	222	False	True	False	False	False	False	False	False		True
UniRef100_A0A6I7PUY0	UniRef100_A0A6I7PUY0_0	1	79	True	True	True	True	True	True	True	False		True
UniRef100_A0A2N6JYX2	UniRef100_A0A2N6JYX2_0	117	211	True	True	True	True	True	True	True	False		True
UniRef100_A0A1U7I503	UniRef100_A0A1U7I503_1	232	304	True	True	True	True	False	False	False	False		True
UniRef100_A0A1U7I503	UniRef100_A0A1U7I503_0	47	130	False	True	True	True	False	False	False	False		True
UniRef100_A0A1Q8QSG6	UniRef100_A0A1Q8QSG6_0	1	72	True	True	True	True	True	True	True	False		True
UniRef100_C4XH22	UniRef100_C4XH22_0	1	73	True	True	True	True	True	True	True	False		True
UniRef100_A0A2G6KWP3	UniRef100_A0A2G6KWP3_0	3	79	True	True	True	True	True	True	True	False		True
UniRef100_A0A2G6L6E8	UniRef100_A0A2G6L6E8_0	1	71	True	True	True	True	True	True	True	False		True
UniRef100_A0A1H6RDF6	UniRef100_A0A1H6RDF6_0	14	87	True	True	True	True	False	True	True	False		True
UniRef100_D4H2A7	UniRef100_D4H2A7_0	12	81	True	True	True	True	True	True	True	False		True
UniRef100_A0A239D842	UniRef100_A0A239D842_0	11	88	True	True	True	True	True	True	True	False		True
UniRef100_B8EIK7	UniRef100_B8EIK7_0	15	88	True	True	True	True	True	True	True	False		True
UniRef100_A0A7W7Z3S5	UniRef100_A0A7W7Z3S5_0	27	101	True	True	True	True	True	True	False	False		True
UniRef100_W6N5N2	UniRef100_W6N5N2_0	13	108	True	True	True	True	True	True	False	False		True
UniRef100_A0A212J8Z0	UniRef100_A0A212J8Z0_0	7	83	True	True	True	True	True	False	True	False		True
UniRef100_A0A4R3KF44	UniRef100_A0A4R3KF44_0	83	154	True	True	True	True	True	True	False	False		True
UniRef100_A0A7Y4JRK1	UniRef100_A0A7Y4JRK1_0	1	89	True	True	True	False	False	False	False	False		True
UniRef100_A0A424Y479	UniRef100_A0A424Y479_0	11	90	True	True	True	True	True	True	True	False		True
UniRef100_D0GJ79	UniRef100_D0GJ79_0	15	91	True	True	True	True	True	True	False	False		True
UniRef100_H5Y3X1	UniRef100_H5Y3X1_0	13	89	True	True	True	False	False	False	False	False		True
UniRef100_I4H6X3	UniRef100_I4H6X3_0	18	94	True	True	True	True	False	False	False	False		True
UniRef100_A0A3B9QA35	UniRef100_A0A3B9QA35_0	3	80	True	True	True	True	False	True	True	False		True
UniRef100_A0A6I1EVQ8	UniRef100_A0A6I1EVQ8_0	2	79	True	True	True	False	False	False	True	False		True
UniRef100_H3KBX1	UniRef100_H3KBX1_0	1	96	True	True	True	False	False	False	False	False		True
UniRef100_A0A177Q9Z8	UniRef100_A0A177Q9Z8_0	127	197	True	True	True	False	True	True	True	False		True
UniRef100_A0A1E7J4J4	UniRef100_A0A1E7J4J4_0	5	81	True	True	True	True	True	True	True	False		True
UniRef100_A0A4Q0XUF8	UniRef100_A0A4Q0XUF8_0	2	73	True	True	True	True	True	True	True	False		True
UniRef100_A0A651FB57	UniRef100_A0A651FB57_0	1	70	True	True	True	True	True	True	False	False		True
UniRef100_A0A1L5NM04	UniRef100_A0A1L5NM04_0	1	93	True	True	True	True	False	False	False	False		True
UniRef100_A0A3S4JTJ1	UniRef100_A0A3S4JTJ1_0	44	137	True	True	True	True	False	False	False	False		True
UniRef100_B8IEI6	UniRef100_B8IEI6_0	3	97	True	True	True	True	True	True	False	False		True
UniRef100_A0A7C9N8K1	UniRef100_A0A7C9N8K1_0	2	75	True	True	True	True	True	False	False	False		True
